hospital,procedure_name,code_type,code,description,setting,display_price,display_price_type,gross_price,cash_price,negotiated_price,negotiated_min,negotiated_max,payer_name,plan_name,data_quality_flag,user_relevance_flag,user_relevance_reason,source_url,evidence_source
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,12162.28,negotiated,1440.95,936.62,12162.28,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,12162.28,negotiated,6099.75,3964.84,12162.28,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,6099.75,3964.84,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,6099.75,3964.84,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,6099.75,3964.84,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,6099.75,3964.84,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,8681.23,5642.8,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,8681.23,5642.8,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,12162.28,negotiated,8681.23,5642.8,12162.28,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,8681.23,5642.8,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,8681.23,5642.8,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,12162.28,negotiated,,,12162.28,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,12162.28,negotiated,,,12162.28,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,7503.89,4877.53,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,7503.89,4877.53,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,12162.28,negotiated,7503.89,4877.53,12162.28,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,7503.89,4877.53,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,7503.89,4877.53,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,12162.28,negotiated,,,12162.28,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,12162.28,negotiated,,,12162.28,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,12162.28,negotiated,,,12162.28,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Surgical Group 2,outpatient,18056.43,negotiated,,,18056.43,12162.28,18056.43,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Grouper - 3,outpatient,15558.59,negotiated,8681.23,5642.8,15558.59,12162.28,18056.43,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Grouper - 3,outpatient,14341.63,negotiated,8681.23,5642.8,14341.63,12162.28,18056.43,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Grouper - 3,outpatient,14341.63,negotiated,8681.23,5642.8,14341.63,12162.28,18056.43,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Select,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Grouper - 3,outpatient,14341.63,negotiated,6099.75,3964.84,14341.63,12162.28,18056.43,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Select,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Grouper - 3,outpatient,15558.59,negotiated,6099.75,3964.84,15558.59,12162.28,18056.43,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Grouper - 3,outpatient,14341.63,negotiated,6099.75,3964.84,14341.63,12162.28,18056.43,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Grouper - 3,outpatient,14341.63,negotiated,37207.0,24184.55,14341.63,12162.28,18056.43,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Carpal tunnel surgery,CPT,64721,Outpatient Grouper - 3,outpatient,14341.63,negotiated,37207.0,24184.55,14341.63,12162.28,18056.43,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Select,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
